"","id","wd","hour","load"
"494","SM20R-01-0000063D",7,13,0.206853365384615
"495","SM20R-01-0000063D",7,14,0.192291505791504
"496","SM20R-01-0000063D",7,15,0.190779035433087
"497","SM20R-01-0000063D",7,16,0.209000492125967
"498","SM20R-01-0000063D",7,17,0.225397145669306
"499","SM20R-01-0000063D",7,18,0.302569767441853
"500","SM20R-01-0000063D",7,19,0.352788085937502
"501","SM20R-01-0000063D",7,20,0.302420410156253
"502","SM20R-01-0000063D",7,21,0.205558105468764
"503","SM20R-01-0000063D",7,22,0.142457031249984
"504","SM20R-01-0000063D",7,23,0.103452636718758
"505","SM20R-01-00000725",1,0,0
"506","SM20R-01-00000725",1,1,0
"507","SM20R-01-00000725",1,2,0
"508","SM20R-01-00000725",1,3,0
"509","SM20R-01-00000725",1,4,0
"510","SM20R-01-00000725",1,5,0
"511","SM20R-01-00000725",1,6,0.0010104166666667
"512","SM20R-01-00000725",1,7,0.00274884259259256
"513","SM20R-01-00000725",1,8,0.00355555555555556
"514","SM20R-01-00000725",1,9,0.00393632075471698
"515","SM20R-01-00000725",1,10,0.00294591346153847
"516","SM20R-01-00000725",1,11,0.00319230769230777
"517","SM20R-01-00000725",1,12,0.00395911214953261
"518","SM20R-01-00000725",1,13,0.00481481481481493
"519","SM20R-01-00000725",1,14,0.00458060747663548
"520","SM20R-01-00000725",1,15,0.00434490740740737
"521","SM20R-01-00000725",1,16,0.00552893518518505
